tweet_id	user_id	db_id	Begin	End	Type	Extracted_span	Tweet	drug	drug_1	Meddra_code	Meddra_LLTerm										
354078381022781441	211376476	fluoxetine-51da30fa53785f584a9b1df4					rt @fantwit: fluoxetine from $1.92 per capsule in 1993 to $0.03 today #pharmac #nz #ihea2013														
341638682496864256	493123841	fosamax-51acef7153784695b04c00a6					"fosamax has been linked to many severe side effects that include femur fractures, esophagus problems,&amp; hardening of the jaw. 1.888.520.5202"														
354232354224615425	493123841	fosamax-51dac03553785f584a9b1fb4					"if you or a loved one has experienced severe side effects from the use of fosamax, contact us toll free. 1.888.520.5202. habla espanol."														
350557180652568577	731515010	fycompa-51cd617b53785f584a9ad3a6					new fycompa® (perampanel) data presented at international epilepsy congress (iec) ...														
350582241740599296	327466469	fycompa-51cd78c653785f584a9ad43f					new fycompa® (perampanel) data presented at international epilepsy congress (iec): new data provides additional…														
332308454372950016	394613745	geodon-518afdfcac6ab35b4d47fc75	110	114	ADR	hurt	@thebeachynurse ...had to get an x-ray of my arm per protocol...it was negative but it's just now starting to hurt. ugh!!!!  #geodon	geodon	geodon	10033371	pain										
334024708200751104	246961114	geodon-51913c5fac6ad74cd505f137	34	76	ADR	Potato Drug bcuz that's what I looked like	me too. i used to call geodon the potato drug bcuz that's what i looked like after just 5 weeks on it..  @beyondmeds @medskep	geodon	geodon	10047896	weight gain										
341257688895860736	1163853667	geodon-51ab8c9e53787e40790e05aa					"@terrijeanmaples the newer atypical drugs like geodon, risperdal, abilify. they help with neurogenesis, the brain's ability to heal."														
347305520585121793	428672434	geodon-51c18d1753785f584a9a7c29	28	36	ADR	headache	"3 rounds of puking, a nasty headache, and my throat is raw. body wants nothing to do with this increase in the geodon."	geodon	geodon	10019211	headache										
347305520585121793	428672434	geodon-51c18d1753785f584a9a7c29	45	58	ADR	throat is raw	"3 rounds of puking, a nasty headache, and my throat is raw. body wants nothing to do with this increase in the geodon."	geodon	geodon	10077283	raw throat										
347305520585121793	428672434	geodon-51c18d1753785f584a9a7c29	12	18	ADR	puking	"3 rounds of puking, a nasty headache, and my throat is raw. body wants nothing to do with this increase in the geodon."	geodon	geodon	10047700	vomiting										
349141333614661632	1059329126	geodon-51c83ad353785f584a9ab309	45	51	ADR	sleepy	leathers and 20 of geodon later.... we had a sleepy crackhead	geodon	geodon	10041018	sleepy										
349182874865508354	472347947	geodon-51c8618c53785f584a9ab490					@twitterrific @geodon how long until an updated mac version? i need my muffle!														
350432063758934016	1163853667	geodon-51cced2f53785f584a9ad188					"the pills can make you smarter and smarter. geodon, welbutrin, adderall they change the brain structure and you get more abilities."														
341636700323344384	1260876788	humira-51aced9c53784695b04c0090	107	115	ADR	reaction	@kathrynfoucha remicade was my last treatment before humira and i really loved it. then i started having a reaction from it multiple times	humira	Remicade	10001718	allergic reaction										
341636700323344384	1260876788	humira-51aced9c53784695b04c0090	15	23	Drug	Remicade	@kathrynfoucha remicade was my last treatment before humira and i really loved it. then i started having a reaction from it multiple times	humira	humira												
341674911615561728	22059705	humira-51ad112e5378f924d02eeeaf					@ash_amo yes! been on it for years. that along with humira kept me symptom free for 2 years. good luck!														
341704795096219648	107161142	humira-51ad2d195378f924d02eefb4	24	29	ADR	tired	humira got a real nigga tired?	humira	humira	10043890	tiredness										
341767317392326659	293191460	humira-51ad673d5378f924d02ef1b1	52	67	ADR	stopped working	"@melzter777 that's how i felt about humira. when it stopped working, i had a whole summer in and out of the hospital"	humira	humira	10043087	tachyphylaxis										
341768791656628225	401499735	humira-51ad68d85378f924d02ef1c2					@spondylitis  traveling to india while on humira.. what shots are required to stay safe? thanks.														
341808582465032192	293191460	humira-51ad8dab5378f924d02ef2fd	13	31	ADR	lost effectiveness	"@mesgreene i lost effectiveness on humira, and then methotrexate was added and it was like going back to starting the drug."	humira	humira	10043087	tachyphylaxis										
341809071080497152	293191460	humira-51ad8e2f5378f924d02ef302	77	84	ADR	beat up	"@mesgreene humira worked for me much better than remicaid. i felt constantly beat up on r. humira was much easier to administer, too."	humira	Remicaid	10048024	worn out										
341809071080497152	293191460	humira-51ad8e2f5378f924d02ef302	49	57	Drug	Remicaid	"@mesgreene humira worked for me much better than remicaid. i felt constantly beat up on r. humira was much easier to administer, too."	humira	humira												
341954292166561793	15556591	humira-51ae155f5378f924d02ef723					"also i called my ins, they don't even have the humira request from the doc yet. definitely starting on my own. ain't nobody got time fo dat!"														
342106074838597633	40107138	humira-51aea2bb5378f924d02efcff	4	25	ADR	loosing so much blood	i'm loosing so much blood right now. humira is some scurry ish.	humira	humira	10005645	blood loss of										
342367125400342528	338812368	humira-51af95da5378f924d02f0677	87	93	Indication	crohns	@dani_deeh thanks (: i no longer have to do both injections. i get to drop humira (for crohns) but keep copaxone for ms.	humira	humira	10011398	Crohn's										
342367125400342528	338812368	humira-51af95da5378f924d02f0677	117	119	Indication	MS	@dani_deeh thanks (: i no longer have to do both injections. i get to drop humira (for crohns) but keep copaxone for ms.	humira	humira	10028053	MS										
342367125400342528	338812368	humira-51af95da5378f924d02f0677	104	112	Drug	Copaxone	@dani_deeh thanks (: i no longer have to do both injections. i get to drop humira (for crohns) but keep copaxone for ms.	humira	humira												
342392894725971968	191627201	humira-51afae055378b9555a2eef41					humira shot done - hopefully a lifesaver														
342481261618667521	1351101990	humira-51b0003e5378b9555a2ef113	70	76	Indication	crohns	thank god i was born with so much hair; i wouldn't been bald by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude	humira	humira	10011398	Crohn's										
342481261618667521	1351101990	humira-51b0003e5378b9555a2ef113	95	103	ADR	hairloss	thank god i was born with so much hair; i wouldn't been bald by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude	humira	humira	10019045	hair loss										
342481261618667521	1351101990	humira-51b0003e5378b9555a2ef113	90	93	Indication	IBD	thank god i was born with so much hair; i wouldn't been bald by now. #crohnsproblems #teamibd #hairloss #humira #chronic #illness #gratitude	humira	humira	10021184	IBD										
342794515108741121	153610024	humira-51b123f35378b9555a2ef827	11	18	ADR	painful	whyyyyy so painful #humira ?	humira	humira	10033371	pain										
342832069795274752	17331154	humira-51b146dd5378b9555a2ef8d4					@amybadkin @_ultimateniknik i like humira.  works for me so far														
342898027377340416	155521089	humira-51b184a75378b9555a2efa3f					it was #humira round 2 yesterday and all went well!														
342998772105756672	272538156	humira-51b1e21e5378b9555a2efd20					so my humira shots got shipped. drug company is helping me out while they work with insurance. small victories														
343103493718040576	284681468	humira-51b243a65378b9555a2effd8					moderate to severe rheumatoid arthritis must be an epidemic b/c i've seen the humira drug commercial so many times i can recite it verbatim														
343473509437149185	535039036	humira-51b39c545378b9555a2f081b					rt @thegermandailio: there's a commercial for humira but they're talking too fast so i can't tweet the words														
343681088603951104	577983043	humira-51b45d935378b9555a2f0a76	103	112	Indication	psoriasis	rt @carla2000: @doctorchristian i think some people will try anything sometimes! i have with my severe psoriasis!finally awaiting humira in…	humira	humira	10037153	psoriasis										
343922010868568065	333697132	humira-51b53df45378b9555a2f0dda	23	29	Indication	crohns	“@rosenthal_bob: #ibd #crohns humira night.” good luck!	humira	humira	10011398	Crohn's										
343922010868568065	333697132	humira-51b53df45378b9555a2f0dda	18	21	Indication	IBD	“@rosenthal_bob: #ibd #crohns humira night.” good luck!	humira	humira	10021184	IBD										
344206195034292224	36746266	humira-51b6469f5378b9555a2f12c4	78	84	Indication	crohns	go see specialist nurse about starting humira in a week! scared but excited! #crohns #cdsn	humira	humira	10011398	Crohn's										
344469944613875712	47189853	humira-51b73ce15378b9555a2f1755	55	60	ADR	bloat	"@sapphire20 to it, and now i'm on humira with just the bloat to battle. things sometimes get super shitty in every sense. but stay strong xx"	humira	humira	10005265	bloating										
344597734663270400	235296226	humira-51b7b3455378b9555a2f1a60					"@jamieflear after bad side effects from remicade, i switched over to humira about 8 mo. ago and it's really helped me!"														
344719961358479360	398165572	humira-51b8251a5378b9555a2f1c78					"humira is kicking in again which is nice but that also means i'm moving towards my next injection...""as"" the joy of joys, still smiling."														
344851551342428161	97434158	humira-51b89fae5378b9555a2f1fb3					trial of biologic.. humira in oa hand.. negative.  not surprising. ..... you have to treat the problem early. ... before damage.														
344868452034560000	375110726	humira-51b8af655378b9555a2f200a	41	65	ADR	urinary track infections	question: anyone on #humira experiencing urinary track infections frequently and never had before?	humira	humira	10046571	urinary tract infection										
344913859502546947	15556591	humira-51b8d9af5378b9555a2f216c					ok. call humira nurse line (that's the only recent change) or my own doc?														
344936446702022658	55270931	humira-51b8eebf5378b9555a2f21e3	57	62	ADR	tired	"starting humira tomorrow. :) i wonder if it will make me tired for a day or so like remicade did. if it works, it's worth it."	humira	Remicade	10043890	tiredness										
344936446702022658	55270931	humira-51b8eebf5378b9555a2f21e3	84	92	Drug	Remicade	"starting humira tomorrow. :) i wonder if it will make me tired for a day or so like remicade did. if it works, it's worth it."	humira	humira												
344994590815817728	47972658	humira-51b924e45378b9555a2f22e9	103	110	ADR	hurting	"@hurtblogger good luck! have you tried it before? does it work 4 u? i just had 2nd dose of humira, and hurting so bad i can't stand it :-("	humira	humira	10033371	pain										
345655455273607168	902422561	humira-51bb8c665378b9555a2f3057					@fyzzx freshies? man don't talk about yourself and humira like that what'd i tell you														
345655759767482369	1351058880	humira-51bb8ca55378b9555a2f305d	41	47	ADR	nuasea	@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??	humira	humira	10028813	nausea										
345655759767482369	1351058880	humira-51bb8ca55378b9555a2f305d	52	66	ADR	low grade temp	@sarahchoueiry @crohns_twins i also have nuasea and low grade temp and on #humira should i go check it out??	humira	humira	10043204	temperature elevation										
346480581737058304	555590325	humira-51be8d2b5378b9555a2f3cf7					happy birthday humira @penryns														
346637702013276160	138795534	humira-51bf21225378b9555a2f3f0b					"@skrdad it's all about the long view, right? humira has side effects for a few days, but totally worth it!"														
347423789698654209	1405266404	humira-51c1fb3d53785f584a9a7f19	90	96	ADR	BURNED	i had the two humira shots today and the needle didnt hurt at all but the medicine inside burned like lava	humira	humira	10006784	burning sensation										
347549718269804544	20572355	humira-51c2708453785f584a9a828f					@skdny humira starting to help at all?														
347755633300361216	36746266	humira-51c3306753785f584a9a87a2	72	78	Indication	crohns	self-injected humira for first time! fingers x'd it works #spondylitis #crohns	humira	humira	10011398	Crohn's										
347755633300361216	36746266	humira-51c3306753785f584a9a87a2	59	70	Indication	spondylitis	self-injected humira for first time! fingers x'd it works #spondylitis #crohns	humira	humira	10061371	spondylitis										
348310143181660160	311221245	humira-51c534b853785f584a9a92d5					@jaygascoigne that med didn't help me. i'm on humira. it works great. with surgery &amp; humira been in remission 5-6yrs.														
348599627009896448	15556591	humira-51c642da53785f584a9aa1d6	13	17	ADR	hurt	i did it. it hurt quite a bit more this time. but i did it. #humira #rheum #spoonie	humira	humira	10033371	pain										
348599627009896448	15556591	humira-51c642da53785f584a9aa1d6	69	74	Indication	rheum	i did it. it hurt quite a bit more this time. but i did it. #humira #rheum #spoonie	humira	humira	10039073	rheumatoid arthritis										
348895818603958272	28094698	humira-51c7563d53785f584a9aab72	36	47	ADR	after-sting	"@trainingwithra but #humira has the after-sting, which is worse! yuck. reminds me, i need to go take my shot :) #rheum"	humira	humira	10058683	injection site stinging										
348895818603958272	28094698	humira-51c7563d53785f584a9aab72	113	118	Indication	rheum	"@trainingwithra but #humira has the after-sting, which is worse! yuck. reminds me, i need to go take my shot :) #rheum"	humira	humira	10039073	rheumatoid arthritis										
349084992611164160	135627441	humira-51c8067153785f584a9ab1b4	112	129	ADR	knocking me about	"@shellyfanelly i was on #azathioprine for about 8 years, it worked well, now on #humira instead though which is knocking me about"	humira	humira	10016370	feeling unwell										
349119760396582913	1081492033	humira-51c826bb53785f584a9ab27e					"on the humira comercial it says it can help relieve pain, so i said ""this dick can help you relieve pain"" thought i'd share with the world."														
349190810044096512	375110726	humira-51c868e753785f584a9ab4f3	6	16	ADR	pooped out	@ccfa pooped out bc i did humira last night :)	humira	humira	10043890	tiredness										
349252454535274498	30143191	humira-51c8a25053785f584a9ab735	75	89	ADR	felt like acid	"@foggymelon @movmctov @the_scottymomma when i did humira for my crohn's it felt like acid, hubby had to shoot me up. made my lupus flare too"	humira	humira	10006784	burning sensation										
349252454535274498	30143191	humira-51c8a25053785f584a9ab735	64	71	Indication	Crohn's	"@foggymelon @movmctov @the_scottymomma when i did humira for my crohn's it felt like acid, hubby had to shoot me up. made my lupus flare too"	humira	humira	10011398	Crohn's										
349252454535274498	30143191	humira-51c8a25053785f584a9ab735	125	136	ADR	lupus flare	"@foggymelon @movmctov @the_scottymomma when i did humira for my crohn's it felt like acid, hubby had to shoot me up. made my lupus flare too"	humira	humira	10065992	SLE flare										
349352955989856256	59711261	humira-51c9000053785f584a9abad2					must need a #doctorwho fix. the music from this humira commercial reminds me of the music from the episode the idiot's lantern.														
349377247339225088	287341833	humira-51c9168953785f584a9abbb9					if you take humira it will get rid of you red patches but its gonna give you about 4 different cancers. commercials always confuse me..														
349418881426788352	108433481	humira-51c93d5753785f584a9abd0e	84	94	ADR	joint pain	@zmiller1902 sometimes my humira pens make me feel like i'm 90 years old due to the joint pain everywhere.	humira	humira	10023222	joint pain										
349533528146460672	1351101990	humira-51c9a82653785f584a9abf7e	114	132	Indication	autoimmune disease	going to the hair salon is no longer a pleasant experience.how much are we cutting?half of it. #crohns #hairloss #autoimmune disease #humira	humira	humira	10061664	autoimmune disorders										
349533528146460672	1351101990	humira-51c9a82653785f584a9abf7e	96	102	Indication	crohns	going to the hair salon is no longer a pleasant experience.how much are we cutting?half of it. #crohns #hairloss #autoimmune disease #humira	humira	humira	10011398	Crohn's										
349533528146460672	1351101990	humira-51c9a82653785f584a9abf7e	104	112	ADR	hairloss	going to the hair salon is no longer a pleasant experience.how much are we cutting?half of it. #crohns #hairloss #autoimmune disease #humira	humira	humira	10019045	hair loss										
349561304526241794	53712951	humira-51c9c1ff53785f584a9abfe2	42	48	Indication	crohns	god humira shots blow so bad... #painful #crohnssucks	humira	humira	10011398	Crohn's										
349561304526241794	53712951	humira-51c9c1ff53785f584a9abfe2	33	40	ADR	painful	god humira shots blow so bad... #painful #crohnssucks	humira	humira	10033371	pain										
349715812195643393	50898361	humira-51ca51ee53785f584a9ac2ee	98	103	ADR	hurts	@dsymons @trainingwithra @lisabinkc my husband gives me my humira injections. we use the pens. it hurts too bad to give them to myself.	humira	humira	10033371	pain										
349718265406300160	24655357	humira-51ca547053785f584a9ac2fe	43	45	Indication	ra	"ugh..after 4 doses of humira i thought my #ra would feel a lil better. no such luck yet. waiting on the day to be a ""normal"" mom."	humira	humira	10037740	RA										
349723227444101121	28094698	humira-51ca58c153785f584a9ac321	71	75	ADR	pain	@mizbergy that's the hardest part: difficult to willingly self-inflict pain. #humira #rheum	humira	humira	10033371	pain										
349723227444101121	28094698	humira-51ca58c153785f584a9ac321	86	91	Indication	rheum	@mizbergy that's the hardest part: difficult to willingly self-inflict pain. #humira #rheum	humira	humira	10039073	rheumatoid arthritis										
350042686507581440	1167637656	humira-51cb824753785f584a9ac931	111	115	ADR	sick	@ayegraybay i know?wishful thinking. my humira shot doesn't even work for me anymore and when it does i get so sick.	humira	humira	10016365	feeling sick										
350042686507581440	1167637656	humira-51cb824753785f584a9ac931	52	84	ADR	doesn't even work for me anymore	@ayegraybay i know?wishful thinking. my humira shot doesn't even work for me anymore and when it does i get so sick.	humira	humira	10043087	tachyphylaxis										
350118709102247936	341068485	humira-51cbc92b53785f584a9acb12					lmfaooooo whatttt “@realcarlcadet: humira can lower your risk to fight infections”														
350852519934701570	17127870	humira-51ce747e53785f584a9ada3f					rt @travisryan___: ohh so symptoms after using humira are everything from headache to heart attack? hell yeah that's not even a risk..														
350859685227798531	1460971	humira-51ce7b2a53785f584a9ada67	44	48	ADR	sick	"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now."	humira	humira	10016365	feeling sick										
350859685227798531	1460971	humira-51ce7b2a53785f584a9ada67	82	90	ADR	seizures	"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now."	humira	Remicade	10039910	seizures										
350859685227798531	1460971	humira-51ce7b2a53785f584a9ada67	50	58	Drug	Remicade	"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now."	humira	humira												
350891051063574529	237310180	humira-51ce986853785f584a9adb32	63	67	ADR	pain	"well,yesterday was rubbish(post humira)all day in bed,loads of pain etc.just got up and i think i'm alright?give it an hour and reassess lol"	humira	humira	10033371	pain										
351126579486801920	20364636	humira-51cf73bd53785f584a9ae0d6	125	127	Indication	ra	i finally got approved for my humira shot this week!!! and i got my electric wheelchair coming by the 15th of july! #fightingra	humira	humira	10037740	RA										
351395533933395968	17331154	humira-51d06e3653785f584a9ae519	115	120	Indication	rheum	rt @ginarclark: personal frustration med's that work (humira) then wear-off even when taking mtx for anti-bodies. #rheum	humira	humira	10039073	rheumatoid arthritis										
351395533933395968	17331154	humira-51d06e3653785f584a9ae519	67	75	ADR	wear-off	rt @ginarclark: personal frustration med's that work (humira) then wear-off even when taking mtx for anti-bodies. #rheum	humira	humira	10043087	tachyphylaxis										
351400933302878208	174018502	humira-51d0733e53785f584a9ae537	7	12	ADR	sting	ah the sting of the #humira injection. how i've not missed thee. #ankylosing #spondylitisq #ouch	humira	humira	10058683	injection site stinging										
351490204550447105	227548532	humira-51d0c66c53785f584a9ae7e4	15	28	ADR	BURN MY VEINS	humira why you burn my veins	humira	humira	10006784	burning sensations										
351492291271213056	227548532	humira-51d0c86a53785f584a9ae7fc	39	48	Indication	arthritis	no pain is worse than humira. not even arthritis. lmfao.	humira	humira	10003246	arthitis										
351492291271213056	227548532	humira-51d0c86a53785f584a9ae7fc	3	7	ADR	pain	no pain is worse than humira. not even arthritis. lmfao.	humira	humira	10033371	pain										
351523364428451840	121213096	humira-51d0e54353785f584a9ae8ed	38	55	ADR	respiratory probs	"@kirkby007 if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,"	humira	humira	10038683	respiratory disorder										
351523524277579776	28052615	humira-51d0e56a53785f584a9ae8ef	62	78	ADR	chest infections	@hospitalpatient  have been on humira 2years now n get on off chest infections that sometimes need 2diff pills 2sort out should i b worried?	humira	humira	10008477	chest infection										
351787978009481216	313486653	humira-51d1dbb453785f584a9af14b					@alijawad12 sure it will! i don't wanna ever come off it! nothing worked for me apart from humira so sure it'll do ya good! you not well? x														
352038390339878913	121213096	humira-51d2c4ee53785f584a9af7d4	132	138	Indication	Crohns	my choice was more #surgery on 6-ft small bowel or #biologics like #humira.  now #chemo is my only hope 2 treat #lung side effect. #crohns	humira	humira	10011398	Crohn's										
352038390339878913	121213096	humira-51d2c4ee53785f584a9af7d4	113	118	ADR	lung 	my choice was more #surgery on 6-ft small bowel or #biologics like #humira.  now #chemo is my only hope 2 treat #lung side effect. #crohns	humira	humira	10061230	lung injury										
352069700911505408	272538156	humira-51d2e24353785f584a9af8be					1 month down on humira. 45% covered (down from 90%). also learned i'm down 57 pounds officially since september														
352325761518145536	888012168	humira-51d3d0a053785f584a9aff0c	72	85	Indication	crohnsdisease	whenever i see the humira commercial i feel special #thankgodforhumira #crohnsdisease	humira	humira	10011401	Crohn's Disease										
352624300714508290	539377251	humira-51d4e69753785f584a9b058f					"rt @ibdlife: person: you have crohn's? me: yep person: oh i saw your medicine in a commercial, i think it was humira  #no #no #no #no #no #…"														
352697966739468290	878824776	humira-51d52ced53785f584a9b07fe	25	37	Indication	inflammation	so gi consultant says no inflammation so humira working but may have to up dose. pain could be scar tissue so mri booked to investigate.	humira	humira	10061218	inflammation										
349336161296187392	55063378	invokana-51c8f04653785f584a9aba4d					"virginia valentine loves glp-1! #invokana sglt-2 inhibitor good a1c reduction, weight loss, yeast infections not a concern #dttcoyd"														
326746923396632576	1151439751	lamictal-5176c268ac6a202953c7749b	131	137	ADR	raging	"@epilepsyadvice  on lamictal, chemist giving me there own brand med lamotrigine when lamictal not available..side effect problems..raging !"	lamictal	lamictal	10037804	rage										
330003991650000898	158119360	lamictal-51829bc9ac6a942006b3833f					fun facts: do you know what medications are r for bipolar depression? currently #fda approved lamotrigine aka #lamictal														
332926605456441346	388843594	lamictal-518d3dafac6ab35b4d481a39					@oxytocinsarah how much longer are you supposed to wait &amp; see with the lamictal? it doesn't sound like its working to me.														
333047948642492416	27714264	lamictal-518daeb1ac6ab35b4d481f46	88	106	ADR	cognitive problems	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	lamictal	Topomax	10009846	cognitive impairment										
333047948642492416	27714264	lamictal-518daeb1ac6ab35b4d481f46	108	121	ADR	kidney stones	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	lamictal	Topomax	10023437	kidney stones										
333047948642492416	27714264	lamictal-518daeb1ac6ab35b4d481f46	75	86	ADR	parasthesia	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	lamictal	Topomax	10033775	paraesthesia										
333047948642492416	27714264	lamictal-518daeb1ac6ab35b4d481f46	49	56	Drug	Topomax	"@burberrywife sometimes it never ends. so sorry. topomax is miserable with parasthesia, cognitive problems, kidney stones. lamictal's good"	lamictal	lamictal												
339434082129809410	409041735	lamictal-51a4ea6453786d26bfcc3f89					the design of pharmaceuticals is totally fascinating though. extended release lamictal is a fucking trip.														
340625010488143872	53792751	lamictal-51a93f6b53787e40790df6ca	53	61	ADR	feel hot	does anyone happen to know if lamictal causes you to feel hot? @liberonetwork @_sabiiiiii #cantstopsweating	lamictal	lamictal	10065015	hot feeling generalised										
340625010488143872	53792751	lamictal-51a93f6b53787e40790df6ca	99	107	ADR	sweating	does anyone happen to know if lamictal causes you to feel hot? @liberonetwork @_sabiiiiii #cantstopsweating	lamictal	lamictal	10042661	sweating										
341256290124853248	50572903	lamictal-51ab8b8e53787e40790e05a2					@lainey_vb131 ohh yeah i'm pretty sure it's the lamictal ugh! curse the day i ever quit this stuff														
341657848503226369	500442723	lamictal-51ad017f5378f924d02eee1c	106	115	Indication	depressed	@ybnormal622 i am on only 25mg lamictal but it makes me anxious and insomniac so i skip sometimes and get depressed.	lamictal	lamictal	10012378	depression										
341657848503226369	500442723	lamictal-51ad017f5378f924d02eee1c	56	63	ADR	anxious	@ybnormal622 i am on only 25mg lamictal but it makes me anxious and insomniac so i skip sometimes and get depressed.	lamictal	lamictal	10016323	feeling anxious										
341657848503226369	500442723	lamictal-51ad017f5378f924d02eee1c	68	77	ADR	insomniac	@ybnormal622 i am on only 25mg lamictal but it makes me anxious and insomniac so i skip sometimes and get depressed.	lamictal	lamictal	10022437	insomnia										
341773755195990016	1321400012	lamictal-51ad6d4d5378f924d02ef1ea	65	73	ADR	allergic	"@thekillmars300 called lamictal (for anxiety) that turns out i'm allergic to also. kicker is, they both can cause sjs. i never had a chance."	lamictal	lamictal	10001718	allergic reaction										
341773755195990016	1321400012	lamictal-51ad6d4d5378f924d02ef1ea	37	44	Indication	anxiety	"@thekillmars300 called lamictal (for anxiety) that turns out i'm allergic to also. kicker is, they both can cause sjs. i never had a chance."	lamictal	lamictal	10002855	anxiety										
341773755195990016	1321400012	lamictal-51ad6d4d5378f924d02ef1ea	114	117	ADR	SJS	"@thekillmars300 called lamictal (for anxiety) that turns out i'm allergic to also. kicker is, they both can cause sjs. i never had a chance."	lamictal	lamictal	10042030	Stevens johnson syndrome										
341962640240828417	1146160459	lamictal-51ae1d255378f924d02ef785	11	14	ADR	ADD	developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems	lamictal	lamictal	10001118	ADD										
341962640240828417	1146160459	lamictal-51ae1d255378f924d02ef785	46	63	ADR	attention-killing	developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems	lamictal	lamictal	10003738	attention impairment										
341962640240828417	1146160459	lamictal-51ae1d255378f924d02ef785	109	116	Indication	bipolar	developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems	lamictal	lamictal	10057667	bipolar disorder										
341962640240828417	1146160459	lamictal-51ae1d255378f924d02ef785	39	45	ADR	memory	developing add in my 20s thanks to the memory/attention-killing lamictal i've been on since my early teens. #bipolar #morepillsmoreproblems	lamictal	lamictal	10027175	memory impairment										
342614476702494722	162397374	lamictal-51b07c5a5378b9555a2ef39d	77	81	ADR	rash	i decided to try visualization tapes again. at least they wouldn't give me a rash like lamictal.	lamictal	lamictal	10037844	rash										
343647552094224384	1470977300	lamictal-51b43e585378b9555a2f0a26	21	29	ADR	insomnia	are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?	lamictal	lamictal	10022437	insomnia										
343647552094224384	1470977300	lamictal-51b43e585378b9555a2f0a26	4	16	ADR	restlessness	are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?	lamictal	lamictal	10038743	restlessness										
344103487942057987	350603832	lamictal-51b5e6fb5378b9555a2f1057	65	69	ADR	rash	@ikimlowe my son has been on lamictal for 3 yrs n broke out in a rash when he 1st was put on it. luckily after going to er it was not the sj	lamictal	lamictal	10037844	rash										
345455189119102976	328440600	lamictal-51bad1e75378b9555a2f2bc3	45	49	ADR	flat	@ineptune_ samezies :( it's the lamictal i'm flat as a kate hudson in how to lose a guy in 10 days	lamictal	lamictal	10016759	flat affect										
345607014812110848	231767568	lamictal-51bb5f3c5378b9555a2f2f28	95	112	ADR	allergic reaction	@feltfedora &lt; i was on lamictal for a while (for other reasons) but i had to stop due to an allergic reaction.	lamictal	lamictal	10001718	allergic reaction										
346575368041410561	198650912	lamictal-51bee5155378b9555a2f3e1e	106	120	ADR	gaining weight	@blednos lamictal and trileptal and seroquel...of course the seroquel i take in severe situations because gaining weight is never cool	lamictal	lamictal	10047986	weight gain										
347388396655755264	1442475524	lamictal-51c1da4f53785f584a9a7e5a	9	12	ADR	nap	lamictal nap ft. 2 cups of caffeinated coffee	lamictal	lamictal	10011865	daytime sleepiness										
347542434500206592	220746552	lamictal-51c269e053785f584a9a8244	36	47	ADR	skin issues	@aravain i've heard of all kinds of skin issues on lamictal! pretty sure mine is psychosomatic though...	lamictal	lamictal	10040831	skin disorder										
348622833217318912	366943534	lamictal-51c6582353785f584a9aa276	29	37	ADR	STARVING	lamictal withdrawal update:  starving!	lamictal	lamictal	10020466	hunger										
348622833217318912	366943534	lamictal-51c6582353785f584a9aa276	9	19	ADR	withdrawal	lamictal withdrawal update:  starving!	lamictal	lamictal	10073281	withdrawal symptom										
352144946549108737	27486225	lamictal-51d3283853785f584a9afb4e	28	34	ADR	sleepy	"@milynda lamictal makes you sleepy at night, but i take it around 10 or so. once you get in the system, you start falling asleep normally."	lamictal	lamictal	10041018	sleepy										
352845783227305986	716056026	lamictal-51d5b4dd53785f584a9b0bcf					lamictal methedrine - watchfulness: .ibe														
326496283516882944	14916025	lamotrigine-5175d8faac6a202953c76953	114	121	Indication	bipolar	medical professionals on my feed...any thing i need to know about this med: lamotrigine. it's being used to treat bipolar teen.	lamotrigine	lamotrigine	10057667	bipolar disorder										
327148912026734592	39844213	lamotrigine-517838c9ac6af778c203715c	76	93	ADR	fewer hours sleep	@mc_elhill @mhchat @womblegeorge #mhchat lamotrigine also causes me to have fewer hours sleep a night	lamotrigine	lamotrigine	10041001	sleep loss										
328219079762653184	39844213	lamotrigine-517c1d75ac6af778c2039dea	117	128	ADR	won't sleep	also the lamotrigine dose feels a bit high too now the o is leaving my system. will have to adjust that as well or i won't sleep *sigh*	lamotrigine	lamotrigine	10011001	sleep loss										
