tweet_id	user_id	db_id	begin	end	type	extraction	drug	drug_1	tweet	meddra_code	meddra_LLTerm															
351842240701792256	352233435	humira-51d20e3e53785f584a9af2dd	117	123	Indication	crohns	humira	humira	scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help	10011398	Crohn's															
351842240701792256	352233435	humira-51d20e3e53785f584a9af2dd	35	65	ADR	like I'm having a heart attack	humira	humira	scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help	10019300	heart rate abnormal															
351842240701792256	352233435	humira-51d20e3e53785f584a9af2dd	69	81	ADR	panic attack	humira	humira	scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help	10033664	panic attack															
351842240701792256	352233435	humira-51d20e3e53785f584a9af2dd	125	127	Indication	ra	humira	humira	scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help	10037740	RA															
352169959247450112	358243701	humira-51d33f7453785f584a9afc25							"before taking humira you have to report to your doc whether youv'e had ""certain fungal infections."" uh huh...cuz that's not too vague."																	
340987702876966913	487781211	lamictal-51aa913053787e40790dffce	21	32	ADR	almost died	lamictal	lamictal	fuck some lamictal...almost died. #fuck	10068111	near death experience															
342974071161643008	531731178	lamictal-51b1cb245378b9555a2efc15	38	43	ADR	Tired	lamictal	lamictal	i take 500mg of lamictal everyday i'm tired leave me alone	10043890	tiredness															
343732127013171200	42753930	lamictal-51b48e2a5378b9555a2f0b15							"@motherofhades that may change of course when my ativan and lamictal kicks in this morning....nah, probably not"																	
345689826332393472	44231650	lamictal-51bbac5c5378b9555a2f30d2							thankfully i can come off my lamictal in 3 days. tapering isn't as slow is titration																	
349417228166373378	220746552	lamictal-51c93bc553785f584a9abcff	12	15	Indication	OCD	lamictal	lamictal	fighting an ocd spike tonight; makes me worried about trading the lexapro in for lamictal. i don't do well without support for the ocd.	10029898	obsessive-compulsive disorder															
349417228166373378	220746552	lamictal-51c93bc553785f584a9abcff	131	134	Indication	OCD	lamictal	lamictal	fighting an ocd spike tonight; makes me worried about trading the lexapro in for lamictal. i don't do well without support for the ocd.	10029898	obsessive-compulsive disorder															
349659482483195905	21319383	lamictal-51ca1ddb53785f584a9ac1e4	34	47	ADR	wreck my head	lamictal	lamictal	lamictal dosage increases kind of wreck my head for a day or two. but they also make me super productive as long as i can do things slowly.	10027374	mental impairment															
352210793669996545	263821946	lamictal-51d3657b53785f584a9afd2b	46	53	ADR	wt loss	lamictal	lamictal	"@msbecker that's what u used to take that has wt loss as a side ""benefit"". tell  ur dr fuck abilify, i want me some lamictal."	10047900	weight loss															
327048593489944576	409341288	lamotrigine-5177db5bac6af778c2036ca1							"told them my medication runs out this week and isnt on repeat, which really bugs me, with it being lamotrigine i cant exactly go the weekend"																	
328434766871412736	39844213	lamotrigine-517ce655ac6af778c203a900	96	123	ADR	irritating my nerve endings	lamotrigine	lamotrigine	first day of reduction back down to normal dose of lamotrigine-before i could literally feel it irritating my nerve endings	10029181	nerve pain															
328497467203145730	230052171	lamotrigine-517d20baac6af778c203ab1c							the smell of my lamotrigine makes me want to throw up this is fucking ridiculous																	
328616992858853377	39844213	lamotrigine-517d900bac6af778c203b048	43	48	ADR	yucky	lamotrigine	lamotrigine	why does tapering down lamotrigine feel as yucky as stepping it up? #soreashell	10016370	feeling unwell															
333933432587554816	1477211	lamotrigine-5190e75dac6ab35b4d48403a	31	39	ADR	lethargy	lamotrigine	lamotrigine	day 4: the initial lamotrigine lethargy kicked in the day before exams. i tell myself that possible failure is better than possible death.	10024262	lethargic															
341318438989471745	528072910	lamotrigine-51abc54d53787e40790e0744	57	63	ADR	ataxia	lamotrigine	lamotrigine	it turns out that i can still ride a bike in spite of my ataxia (side effect of lamotrigine) it has been at least 25 years.	10003591	ataxia															
341440023981350912	1361000628	lamotrigine-51ac366c53787e40790e0a2d							lamotrigine may be of interest for both prevention and treatment of brain metastases of her2+ breast cancer.																	
341876837900746752	1036516171	lamotrigine-51adcd3c5378f924d02ef483	20	43	ADR	steven johnson syndrome	lamotrigine	lamotrigine	lamotrigine causing steven johnson syndrome	10042030	Stevens johnson syndrome															
348136954900127744	25108214	lamotrigine-51c4937053785f584a9a8f22	1	9	Indication	epilepsy	lamotrigine	lamotrigine	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.	10015037	epilepsy															
348136954900127744	25108214	lamotrigine-51c4937053785f584a9a8f22	114	122	ADR	Glaucoma	lamotrigine	topiramate	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.	10018304	glaucoma															
348136954900127744	25108214	lamotrigine-51c4937053785f584a9a8f22	84	88	ADR	Rash	lamotrigine	lamotrigine	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.	10037844	rash															
348136954900127744	25108214	lamotrigine-51c4937053785f584a9a8f22	128	138	Drug	topiramate	lamotrigine	lamotrigine	#epilepsy is sucktastic. neuro appt monday to discuss a third med after getting the rash with lamotrigine and the glaucoma with topiramate.																	
349139552700600320	1494435144	lamotrigine-51c8392a53785f584a9ab2fb							#bipolar meds think just #lithium for #monotherapy #lamotrigine for #rapidcycling #atypicalantipsychotics now revealing serious #sideeffects																	
351294528705134592	1031496606	lamotrigine-51d0102553785f584a9ae3a7	49	58	ADR	addictive	lamotrigine	lamotrigine	rt @silkius: @ouch_uk didnt know lamotrigine was addictive stopped as didnt think were helping @clusterheads 3 days of hell before realized…	10012336	dependence addictive															
351294528705134592	1031496606	lamotrigine-51d0102553785f584a9ae3a7	109	123	ADR	3 days of hell	lamotrigine	lamotrigine	rt @silkius: @ouch_uk didnt know lamotrigine was addictive stopped as didnt think were helping @clusterheads 3 days of hell before realized…	10016370	feeling unwell															
352934996970967040	19352924	lamotrigine-51d607f353785f584a9b0e23	0	18	ADR	Allergic reaction 	lamotrigine	lamotrigine	allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/bkqnqwy5nk	10001718	allergic reaction															
347515397349715968	529121515	levaquin-51c2509253785f584a9a81ba							"@powerrosssorkin @madmoneyoncnbc @cnnmoney #risperdal, #levaquin, the hips, now knees too, exelon, sec in greece et al gorsky is a nightmare"																	
348996085781512192	1183528050	levaquin-51c7b3b453785f584a9aaec0	60	64	ADR	pain	levaquin	levaquin	"@levaquin levaquin poisoned me and ruined my life! constant pain 24/7! i hate you, levaquin!"	10033371	pain															
348996085781512192	1183528050	levaquin-51c7b3b453785f584a9aaec0	19	27	ADR	poisoned	levaquin	levaquin	"@levaquin levaquin poisoned me and ruined my life! constant pain 24/7! i hate you, levaquin!"	10035805	poisening by antibiotic drug															
349581089221787648	22493928	levaquin-51c9d46153785f584a9ac043	69	80	ADR	hallucinate	levaquin	levaquin	@thebeecharmer97 @wyrdotter @danadelany psssh didn't levaquin make u hallucinate? girl u best stay away from shrooms lol	10019063	hallucination															
351376929137500162	314910038	levaquin-51d05ce353785f584a9ae4d1	90	96	Indication	kidney	levaquin	levaquin	levaquin sucks so much i'm coming off it. next up: cipro.   can't we just take the damned kidney out??? #oknotreally	10051052	kidney disorder															
347122423646277632	358125981	livalo-51c0e2bc53785f584a9a7814							@livaloo22 awwwww livalo so sweet &lt;3 you 2																	
327171455014035456	173405014	lozenge-51784dc8ac6af778c203728d	32	46	ADR	stomach cramps	lozenge	lozenge	nicotine lozenges are giving me stomach cramps.	10049901	stomach cramps															
328283125748752386	356141208	lozenge-517c591bac6af778c203a070							who wants 2 buy nicotine lozenges frum me!! all the high of a cigarette without the smoke!!!!!																	
340679168448667649	377207399	lozenge-51a971d253787e40790df7fb							@leenewtonsays eat a few marshmallows.  they were originally invented as a lozenge for sore throats.																	
341276824837447680	488774864	lozenge-51ab9e6e53787e40790e061d							i need a throat lozenge. ?																	
341401727901253632	118037015	lozenge-51ac12c153787e40790e0957							eat carrots then can only think until brunoise jullienne batonnet small dice lozenge chiffonade... lolwts.  life of a culinary student ??																	
341416199181193216	356563475	lozenge-51ac203b53787e40790e09ad	38	42	ADR	numb	lozenge	lozenge	this lozenge is making my whole mouth numb... is that normal?	10049338	numbness mouth															
342089162792513537	578841969	lozenge-51ae93825378f924d02efc84							i'm the lozenge that gotham deserves... (read in batman voice.)																	
342174038073962496	255384561	lozenge-51aee2075378f924d02eff93							@bajeenasaori *offers you a throat lozenge before going to make porridge*																	
342274978101727232	49681496	lozenge-51af400b5378f924d02f02ba							"@uberfacts orange: porridge, marriage, lozenge, courage, pwnage, ownage, iceage, hair singe, storage, old age, arrange"																	
343532517573394434	15332634	lozenge-51b3d33b5378b9555a2f08cf							"the sultry, smug, douchy voice of joe buck. would you like a throat lozenge? #baseballnightinamerica #redsox #angels"																	
344544744153690114	727980780	lozenge-51b782555378b9555a2f1893	18	22	ADR	cold	lozenge	lozenge	it can get really cold when you have a halls lozenge	10016326	feeling cold															
344868335588106241	389321348	lozenge-51b8af655378b9555a2f2009	0	14	ADR	Almost vomited	lozenge	lozenge	almost vomited on a zinc lozenge #yuk	10028822	nauseated															
345243505528012800	1108105376	lozenge-51ba0cb05378b9555a2f273a							rt @15stephen15: #todolist 1-finish throat lozenge. 2-record here's the thing for @nickbonsantosho. 3-invent renewable energy source using …																	
345586493441593344	317804224	lozenge-51bb4c1f5378b9555a2f2e94							@jimrome somebody get that man a lozenge. #smackoff																	
347040450575736833	437716891	lozenge-51c0963953785f584a9a75f7							*takes chill lozenge*																	
347199134962429954	329329140	lozenge-51c12a0553785f584a9a79c2							rt @johngrantjr24: bron bron needs a cepacol lozenge.  #coughcough																	
347942663837855744	248970672	lozenge-51c3de7a53785f584a9a8bcf							melatonin in lozenge form is really dangerous for an oral fixation person like myself																	
348440018588663808	569774457	lozenge-51c5adb453785f584a9a95ac							i sometimes eat this and pretend it's candy when it's actually not bec it's a lozenge :( oops http://t.co/eheigbmmln																	
349168322832629761	197478227	lozenge-51c8540f53785f584a9ab404							@sircanuckles @bookofloob @imacvansun maybe with a coach like this the team doesn't have all the blowups they've had under lozenge boy?																	
349200805745803264	49482052	lozenge-51c8727c53785f584a9ab548	112	121	ADR	addiction	lozenge	lozenge	rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.	10001125	addiction															
349246987901730816	44157129	lozenge-51c89d3953785f584a9ab701							rt @analyticalanna: @lizzybizzylou not the cough suppressant ones. it should just be a throat lozenge made only of pectin. feel better soon…																	
349395760632180737	342230995	lozenge-51c927c753785f584a9abc4f							rt @gabbyelle0: i'm in desperate need of a throat lozenge.																	
358310078950027264	417336661	lozenge-51e9960e5378704aae892893	22	27	Indication	Voice	lozenge	lozenge	i just got a lozenge. voice hasnt' recovered from wednesday. it's gonna be that kind of night.	10047682	voice disturbance															
332538601629966336	292578492	metoprolol-518bd453ac6ab35b4d480740	60	67	ADR	sweatin	metoprolol	metoprolol	@boatsnkrose they are on to you. poppin' metoprolol and she sweatin'.	10042661	sweating															
333107802522406912	17811481	metoprolol-518de66fac6ab35b4d482188							"@katgamer i ran out of metoprolol back in 2005. in 2 days, i could not take anything more than 6 inch steps with rest after every other one."																	
341975457471791104	352825068	metoprolol-51ae29315378f924d02ef808	83	94	ADR	depression.	metoprolol	metoprolol	a big ol' fuck you to my doctor for not telling me a side effect of metoprolol was depression. just wait until i see you friday -.-	10012378	depression															
347192623934603264	990185886	nesina-51c1240053785f584a9a79ac							rt @diabetes_bio: news: takeda type 2 diabetes therapies nesina alogliptin and fixeddose combinations kazano alogliptin and metformi... htt…																	
339790738336403456	405352156	nicotine-51a636675378d08eec906cb1							"nicotine, caffeine and alcohol can only be my friend when loneliness"																	
339967949551042561	203202741	nicotine-51a6db895378d08eec907198							"got a smooth e-hookah. tobacco and nicotine free. just pure water vapor and peach flavoring. mastered the hookah smoke o's, hell yes"																	
339975035219496960	1437395562	nicotine-51a6e21f5378d08eec9071d6							niggas try an smoke you just like nicotine																	
340049845899390977	878796109	nicotine-51a727cf5378d08eec9073ac							one of the lower points in your life is when you realise you can't concentrate on revision without nicotine																	
340180531025174528	1258552824	nicotine-51a7a16d5378d08eec90776f	15	23	ADR	addicted	nicotine	nicotine	my nigga dante addicted to that nicotine	10001125	addiction															
340249316469907456	741762686	nicotine-51a7e19353787e40790dea82	41	51	ADR	withdrawal	nicotine	nicotine	god there is nothing worse than nicotine withdrawal	10073281	withdrawal symptom															
340261980675907585	277543857	nicotine-51a7ed4953787e40790deb10	77	86	ADR	addiction	nicotine	nicotine	saying goodbye to smoking involves more than physical recovery from nicotine addiction #worldnotobaccoday (1)	10001125	addiction															
340284481690808320	320810624	nicotine-51a8023d53787e40790debbf							"hahaha everyone's flippin out cus it's ""no tobacco day"" from today til 2nd june. gonna have nicotine deprived crazies in the streets today"																	
340297240415465473	390374622	nicotine-51a80e3a53787e40790dec3a							kiss a nigga taste that nicotine																	
340298821248643072	70059071	nicotine-51a80fb653787e40790dec44							go mario! :) rt @mariomc_snake: 1 week strong nicotine free...																	
340355984633507840	481937185	nicotine-51a844d553787e40790dedd5	24	34	ADR	withdrawal	nicotine	nicotine	so much for no nicotine withdrawal. think i've about pissed everyone off this week. #needacigarette	10073281	withdrawal symptom															
340371459417456640	61804532	nicotine-51a8535653787e40790dee2a							not funny is running out of cigg no place to buy cause nicotine free day?																	
353040661651529728	889967186	nicotine-51d66a7e53785f584a9b0ff4	70	79	ADR	nightmare	nicotine	nicotine	going to bed with a nicotine patch on... i really hope i don't have a nightmare.......	10029412	nightmare															
326925921254789120	25733436	ofloxacin-5177691cac6af778c20367f0	80	84	ADR	pain	ofloxacin	ofloxacin	@sugarrbutt     he has me on ciprofloxacin  and phenazopyride      i had severe pain  that started over the weekend when trying to use	10033371	pain															
329389823674679296	27153538	ofloxacin-51805fccac6af778c2040d8b							"5th year intern doesn't know the brand name for ciprofloxacin. answers back with, ""uh... levaquin.""  #fml #pharmacyproblems"																	
330744100888387585	234565971	ofloxacin-51854d11ac6a942006b3a167							"treatment: 1) antibiotic therapy: cotrimazole, ciprofloxacin,cephalosporin,amoxycillin"																	
348651062720331777	58941692	ofloxacin-51c6723953785f584a9aa36d							@fyrechief #cillaxin? is that a new medicine of some kind? like amoxicillin? or ciprofloxacin? ;-)																	
348901281252929537	1077262537	ofloxacin-51c75b5a53785f584a9aaba0							"@theantimyth @crossfitchemist unexpected and potentially problematic-others like ciprofloxacin increase bc levels, causing more side effects"																	
351072270749413377	203978089	ofloxacin-51cf414353785f584a9adfda	33	51	ADR	sick to my stomach	ofloxacin	ofloxacin	this levofloxacin got me feeling sick to my stomach!! ugh!!	10028823	nauseous															
327203515309113344	535741869	olanzapine-51786ba4ac6af778c203741f							@sofiya__x erm yeah.. yu know it.. i should get you some olanzapine from the chemist ?																	
327354645095784449	39844213	olanzapine-5178f864ac6af778c20379d1	77	115	ADR	like wading through treacle getting up	olanzapine	olanzapine	time for my commute. wondering if i'm going to cope with this everyday. it's like wading through treacle getting up so early on olanzapine	10018732	groggy on awakening															
328209427842879489	1026760129	olanzapine-517c1478ac6af778c2039d5e	64	79	ADR	hunger inducing	olanzapine	olanzapine	on today's ride i burnt 1119 calories. take that olanzapine you hunger inducing bastard!!!	10020466	hunger															
328937568265699329	158119360	olanzapine-517eba9aac6af778c203d823							fun facts: do you know what medications are 4 bipolar depression? currently #fda approve combo of #olanzapine &amp; #fluoxetine																	
329440408084037632	206352545	olanzapine-51808ee8ac6af778c2041484	93	100	ADR	zombies	olanzapine	olanzapine	"actually it was more like a prison but with nurses instead of guards, olanzapine pill n im= #zombies"	10016384	felt like a zombie															
330433086598823937	1026760129	olanzapine-51842b69ac6a942006b397ba	46	59	ADR	knocks me out	olanzapine	olanzapine	evening dose of lithium and olanzapine really knocks me out. in bed at 10.30pm on a friday night. rock and roll...#mylife	10041014	sleepiness															
331501881933312000	15407104	olanzapine-51880eceac6a942006b3cf13	56	65	ADR	dry mouth	olanzapine	olanzapine	@doctorchristian i take olanzapine and have a permanent dry mouth what can i do to help it	10013781	dry mouth															
332193645732175872	296072829	olanzapine-518a930fac6a942006b3edf1							"dr; hello dave. david; is that an old computer. dr; i`m not sure. david; what operating system dr; here`s some olanzapine, see you next week"																	
333195213197672448	39844213	olanzapine-518e37d8ac6ab35b4d4823ff	71	76	ADR	binge	olanzapine	olanzapine	"olanzapine together. olanzapine is causing me to gain weight because i binge eat on it, normally in the evening. also sick of the joint pain"	10004716	binge eating															
333195213197672448	39844213	olanzapine-518e37d8ac6ab35b4d4823ff	130	140	ADR	joint pain	olanzapine	olanzapine	"olanzapine together. olanzapine is causing me to gain weight because i binge eat on it, normally in the evening. also sick of the joint pain"	10023222	joint pain															
333195213197672448	39844213	olanzapine-518e37d8ac6ab35b4d4823ff	49	60	ADR	gain weight	olanzapine	olanzapine	"olanzapine together. olanzapine is causing me to gain weight because i binge eat on it, normally in the evening. also sick of the joint pain"	10047896	weight gain															
341150339455672320	8493742	olanzapine-51ab28ff53787e40790e0354	108	119	ADR	weight gain	olanzapine	olanzapine	"although my bitching about being fat did look a but comical next to my brother, with his olanzapine induced weight gain."	10047896	weight gain															
341257005232697344	450695228	olanzapine-51ab8c1653787e40790e05a6	36	50	ADR	olanzapine lbs	olanzapine	olanzapine	"@lithiumlibgirl i can relate to the olanzapine lbs, but you'll be great!"	10047896	weight gain															
342059686394200064	564172248	olanzapine-51ae77985378f924d02efb70	102	115	ADR	gained 3stone	olanzapine	olanzapine	"@mrcbehan best of luck man! and they do suck :/ i was on olanzapine (abilify didnt work)...was awful, gained 3stone. off it nw n doin gud!"	10047896	weight gain															
343095658779127808	601203220	olanzapine-51b23c5a5378b9555a2eff86	104	113	ADR	addiction	olanzapine	olanzapine	"@archangelolill isn't zyprexa also called olanzapine, if so ppl need to be careful of side effects &amp;addiction, can do more harm than good"	10001125	addiction															
344192902882283520	914863134	olanzapine-51b63a5b5378b9555a2f1267							"@jrussouk we'll always be together, together in olanzapine dreeeams..."																	
347420444728623105	624198613	olanzapine-51c1f84953785f584a9a7f08							i think i would become catatonic if i stopped my olanzapine completely																	
347824349572644865	341059884	olanzapine-51c3704a53785f584a9a8937	39	51	ADR	gained 40lbs	olanzapine	quetiapine	@missynomatter i was on quetiapine and gained 40lbs &lt;wall&gt; so i am not even trying olanzapine. they gave me abilify cause it not supposed to	10047896	weight gain															
347824349572644865	341059884	olanzapine-51c3704a53785f584a9a8937	24	34	Drug	quetiapine	olanzapine	olanzapine	@missynomatter i was on quetiapine and gained 40lbs &lt;wall&gt; so i am not even trying olanzapine. they gave me abilify cause it not supposed to																	
350677722617487361	1137328268	olanzapine-51cdd1b353785f584a9ad6d3	82	86	ADR	acne	olanzapine	olanzapine	"@psychcentral olanzapine made me gain 20 lbs in a few months, plus it gave me bad acne breakouts. had to beg my old shrink to take me off it"	10000496	acne															
350677722617487361	1137328268	olanzapine-51cdd1b353785f584a9ad6d3	33	44	ADR	gain 20 lbs	olanzapine	olanzapine	"@psychcentral olanzapine made me gain 20 lbs in a few months, plus it gave me bad acne breakouts. had to beg my old shrink to take me off it"	10047896	weight gain															
328912190226702337	6008382	paroxetine-517ea2f7ac6af778c203d4c4							i need to grow up. and i need my paroxetine. and i need to go order prints what is my problem (money. money is my problem)																	
347150663286931456	24449931	paroxetine-51c0fcf953785f584a9a78a4	10	18	ADR	headache	paroxetine	paroxetine	throbbing headache from not having my pills. 2 pills left i need to save. this sucks :( #paroxetine #socialanxiety	10019211	headache															
347150663286931456	24449931	paroxetine-51c0fcf953785f584a9a78a4	101	114	Indication	socialanxiety	paroxetine	paroxetine	throbbing headache from not having my pills. 2 pills left i need to save. this sucks :( #paroxetine #socialanxiety	10041242	social anxiety disorder															
349288864516542465	763914049	paroxetine-51c8c43953785f584a9ab899							"so yes, relative risk is doubled. but absolute risk is halved compared to what they say. and only for paroxetine."																	
351043516341813248	484283776	paroxetine-51cf265f53785f584a9adf0d							"#fda has approved paroxetine (ssri), to treat moderate to severe hot flashes associated with menopause."																	
351501594950504449	781706539	paroxetine-51d0d12953785f584a9ae836							"lester holt nbc just hyped a ""new drug"" for hot flashes; not a new drug, it is simply paroxetine rebranded. nbc needs new science editor!"																	
332430432459186176	909592502	paxil-518b6f96ac6ab35b4d480165	52	62	ADR	withdrawls	paxil	paxil	@wielding my friends are annoying me and i'm having withdrawls from the paxil because american healthcare is a joke :(	10073281	withdrawal symptom															
332464487540076544	262404258	paxil-518b8f4dac6ab35b4d480300	6	16	ADR	withdrawal	paxil	paxil	paxil withdrawal is nasty. do not like.	10073281	withdrawal symptom															
332638844254052354	1217047945	paxil-518c31afac6ab35b4d480d70							"all the same, forward spite of paxil medicamentation, high blown willpower and a divine breath hope to god in or:"																	
333118693934501889	291123769	paxil-518df094ac6ab35b4d4821c7	22	39	ADR	impossible to cry	paxil	paxil	paxil makes it nearly impossible to cry.	10071175	lack of feeling emotions															
333659385014411264	1245180235	paxil-518fe823ac6ab35b4d483579	63	67	ADR	slow	paxil	paxil	"@bullfrogr @soozmc123 amil isnt so bad, paxil makes everything slow and haldol is ok, and haldol  .. i dunno how to explain what it does"	10041049	slowed thinking															
333763936610566145	67622365	paxil-51904982ac6ab35b4d48394e							@koma11sen paxil didn't fit me either. it's great for many. i'm on nothing at all. recently quit drinking too.																	
340318799431606273	16898820	paxil-51a8223353787e40790dece7							@textsurgery paxil? more like paxchill. 8)																	
340739507114610688	499179178	paxil-51a9aa0353787e40790df927	47	54	Indication	anxiety	paxil	paxil	i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.	10002855	anxiety															
340739507114610688	499179178	paxil-51a9aa0353787e40790df927	36	46	Indication	depression	paxil	paxil	i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.	10012378	depression															
340739507114610688	499179178	paxil-51a9aa0353787e40790df927	126	139	ADR	come too fast	paxil	paxil	i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.	10036596	premature ejaculation															
340739507114610688	499179178	paxil-51a9aa0353787e40790df927	110	119	ADR	tolerance	paxil	paxil	i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.	10043087	tachyphylaxis															
341242463131942912	198892963	paxil-51ab7e6e53787e40790e053b							"for mothers day; i gave my mom a gift card, a bottle of wine and a 3 month supply of paxil...im definitely her fucking favorite! #mothersday"																	
343564482854936576	141407467	paxil-51b3f0fa5378b9555a2f0920							can't seem to find an episode of intervention for all the drugs i got put on as a kid that i can't get off. huh wonder why- *paxil ad plays*																	
343860612973096960	48324081	paxil-51b504c55378b9555a2f0d20							@etpc1  if they don't work for you try fexofenadine and talk to your doc in case of contraindications with paxil																	
345755490170597376	457259813	paxil-51bbe9835378b9555a2f31ac							don't ever take paxil &amp; drink beer. i'm just sayinn.. fuck																	
348111410108178433	18606951	paxil-51c47ba653785f584a9a8ec8							"off paxil, back on zoloft &amp; cutting down. also, cutting down my klonopin. moving in the right direction. #progress #medtalk"																	
348462397159264256	15986599	paxil-51c5c28b53785f584a9a9b18							today is the day i totally ditch zoloft and switch to paxil only																	
348872797717676032	71069505	paxil-51c740bb53785f584a9aaa83							"rt @lawfirm_ma: we represent people injured by dangerous drugs &amp; vaccines including:  ssri drugs: paxil, zoloft, effexor, celexa, lexapro, …"																	
349211958056202244	589754331	paxil-51c87cac53785f584a9ab5bc	20	32	ADR	PEE SO OFTEN	paxil	paxil	this paxil makes me pee so often omg #sorrynotsorry	10046600	urination frequency of															
349217065019777024	54462614	paxil-51c8815b53785f584a9ab5f3	101	115	Indication	mood is stable	paxil	paxil	"i think i might have to try something else than paxil. though, i do enjoy it with abilify so that my mood is stable, just does nothing for"	10027951	mood swings															
349341615682371586	1476514052	paxil-51c8f55a53785f584a9aba77	78	92	ADR	feel like crap	paxil	paxil	"@richiel13 my doctor gave me paxil, which i think is similar but it's made me feel like crap."	10016370	feeling unwell															
350480290839408640	343150813	paxil-51cd19d353785f584a9ad28f	52	62	ADR	forgetting	paxil	paxil	"promise, brownies honor i'm not stupid, i have been forgetting everything lately #paxil"	10017060	forgetfulness															
350764114840272896	26642097	paxil-51ce222853785f584a9ad855							are you like on paxil or something ? because you haven't had a meltdown and you don't get worked up anymore																	
351911750314098688	783298040	paxil-51d24efa53785f584a9af49d							@got_drums if i were to find you at paxil would you let me stroke your beard? #beingacreep																	
352844700597764096	293067287	paxil-51d5b3da53785f584a9b0bc5	69	78	ADR	impotency	paxil	paxil	"what i lack in money and personality, i make up for in paxil induced impotency"	10021550	impotence															
353183793915498496	493123841	paxil-51d6efae53785f584a9b1160							"ssri birth injury drugs: celexa, effexor, lexapro, paxil, prozac, and zoloft. call now to speak with an attorney. 1.888.520.5202."																	
353707236402536449	147340636	paxil-51d8d72753785f584a9b1845							mark munoz plans on taking paxil inbetween rounds. #ufc162																	
354293014753062912	469973045	paxil-51daf8b453785f584a9b20c3	74	84	ADR	withdrawal	paxil	paxil	"things which are the spawn of satin: mosquitoes, bananas, facebook, paxil withdrawal symptoms. #bewareofsatin"	10073281	withdrawal symptom															
346500071602393088	19167641	pradaxa-51be9f295378b9555a2f3d3d							sounds like pradaxa review sets new precedent for pbs listing: new drugs won't be listed if old ones (like warfarin) being used suboptimally																	
340478422012813314	26654317	pristiq-51a8b6dd53787e40790df133	85	95	ADR	withdrawal	pristiq	pristiq	"@ta3fox yeah, pristiq is a different formulation or something of effexor. so similar withdrawal stuff :("	10073281	withdrawal symptom															
342854702708449280	17248031	pristiq-51b15bf25378b9555a2ef930	83	108	ADR	don't feel fully human	pristiq	pristiq	"@hello_nacho @tobiasampersand i'm with you. even though the pristiq works, i still don't feel fully human."	10071175	lack of feeling emotions															
347785064433729537	484533720	pristiq-51c34bb353785f584a9a8831	3	8	ADR	sleep	pristiq	pristiq	my sleep schedule is all fucked up and pristiq is making me gain weight and i don't like this	10004095	sleep disturbance															
347785064433729537	484533720	pristiq-51c34bb353785f584a9a8831	60	71	ADR	gain weight	pristiq	pristiq	my sleep schedule is all fucked up and pristiq is making me gain weight and i don't like this	10047896	weight gain															
332156923002617859	1403896746	prozac-518a70dcac6a942006b3ec2e	9	20	ADR	no appetite	prozac	prozac	"i've had no appetite since i started on prozac, i guess that's a good thing"	10003028	appetite lost															
339768781020733442	560848346	prozac-51a6220a5378d08eec906c0a							prozac nation is v good even tho i'm on chapter one																	
340260780266123264	470513259	prozac-51a7ec3453787e40790deb02	13	18	ADR	hyper	prozac	prozac	i am way too hyper to go home and do nothing tonight :( damn prozac &gt;.&lt;	10020554	hyperactive															
340398510069411842	33536456	prozac-51a86c7053787e40790deedb	114	125	ADR	Exhaustion 	prozac	prozac	"rules of prozac: 1: you can never sleep, ever again. never ever 2: no you may not switch your brain off. ever. 3: exhaustion is your friend."	10015667	exhaustion															
340398510069411842	33536456	prozac-51a86c7053787e40790deedb	74	103	ADR	may NOT switch your brain off	prozac	prozac	"rules of prozac: 1: you can never sleep, ever again. never ever 2: no you may not switch your brain off. ever. 3: exhaustion is your friend."	10067192	racing thoughts															
340398510069411842	33536456	prozac-51a86c7053787e40790deedb	28	39	ADR	never sleep	prozac	prozac	"rules of prozac: 1: you can never sleep, ever again. never ever 2: no you may not switch your brain off. ever. 3: exhaustion is your friend."	10011001	sleep loss															
340469543279411200	232969225	prozac-51a8ae9753787e40790df0e9							*me on the intro to my rap song* yo shout out to my prozac prescription and my girlfriend who doesn't really like me that much 2006 shit boi																	
340523748375556097	418832863	prozac-51a8e11553787e40790df2b2							the weather is on prozac now? rt @pwp_weather dry weather expected in the country. temperatures would start to rise. depression weakens																	
