Column1,Column2,Column3,Column4
3.50511E+17,1401378956,0,â€œ@K_Maaack: Fuck it I'm depressed...â€ Cymbalta can help.
3.40576E+17,340389565,0,â€œ@kissoff8: One Tunes cherry menthol lozenge + one cup of earl grey = homemade menthol tea. Fuck you cold virus.â€post pride poorliness? Snap
3.43114E+17,583054886,0,â€œ@livwrenn: I know when tori take a vyvanse cause she tweets nonstopâ€ that's what I do hahaha fuck
3.44956E+17,288062981,0,â€œ@SlowKSig: I can't wait till school to take my vyvanse yoder exactly much my tolerance has gone down during the summer.â€ best tweet award
3.40555E+17,96571746,0,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€
3.40555E+17,52137487,0,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ *Going bananas!*
3.40557E+17,273139304,0,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ @ETaylorX
3.40558E+17,260521668,0,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ Interesting.
3.40555E+17,54638986,0,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ Not @english_frankie
3.40559E+17,20539678,0,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ Plenty of bananas then!
3.40563E+17,315891899,0,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€@sammysam08 #B1 
3.32158E+17,883258856,0,Any single nite ill still pop that pussy like a Prozac ...
3.47116E+17,1338597000,0,Arse. Late with #quetiapine again. #hopeless
3.45005E+17,1041578714,0,At the Cypriot art and archaeology exhibition at the @NicholsonMuseum. Love the Cypro-Archaic bird jugs! Never seen anything like them.
3.41631E+17,620522704,0,Bananas contain a natural chemical which can make a person happy. This same chemical is also found in Prozac.
3.44712E+17,49414915,0,By the way @MixWithSprite U no I understand the vyvanse life I took a 70 and I was goin BAHAA
3.44875E+17,161729720,0,Cannot wait for my scope monday.. No im not weird.. Just it hopefully give me go ahead to go back to humira & feeling a bit better!
3.26663E+17,296786819,0,"Compston - women on 5 years alendronate have reduced risk of vertebral fracture, if ALN continued for further 5 years ^CN #Rheum2013"
3.48894E+17,41822846,0,"Did one shot of Enbrel, but chose the infusion rather than self injection. Don't know what he has in mind. Hoping for success. #rheum"
3.40451E+17,186866712,0,Do you know what is Badass ? Ciprofloxacin that's what's Badass 
3.49009E+17,49323422,0,Doctors has changed my meds...let's hope I don't get any of the nasty side effects. #fluoxetine
3.48953E+17,54802791,0,Does taking cipro with rum have side effects?... Ill report back later
3.48091E+17,15986599,0,Even on paxil I worry when people don't talk to me that they hate me but I know why I have that fear
3.40483E+17,278918598,0,"Fed medicare sets med cost rates: fact. Cipro for fish & Cipro for humans, same pills & mfg, 60 ct 500mg $29.99 vs $499.00. See the problem."
3.48617E+17,228535936,0,Final note: I was scared to go on Humira because I remembered how hard it was for Stacey to inject herself with her insulin. Same thing.
3.42026E+17,76365159,0,Finish Cipro on Saturday so sods law means it will start raining again on Sunday!
3.54079E+17,193339141,0,Fluoxetine from $1.92 per capsule in 1993 to $0.03 today #PHARMAC #NZ #ihea2013
3.49078E+17,339220082,1,"Hello, world! Quetiapine zombie this morning and I have a work call in about 45 minutes. Perfect combination."
3.41947E+17,27083499,0,"Hey brother, can you spare a Paxil? I'm terrible at this panhandling shit."
3.32452E+17,413595684,0,How about those Leafs @Frankentsleep LMFAO ??? Someone is gonna need extra #Seroquel ;)
3.46731E+17,903557233,0,"However, the results are impressive: 2.1% event rate for intervention arm vs 3.0% in control. i.e fewer events with rivaroxaban. #JC_StE"
3.50118E+17,368695968,0,Humira can lower your risk to fight infections
3.4525E+17,2331431,0,"I absolutely adore what Cymbalta does for my fibro, but sometimes the side effects are a bit Mac truck-ish, like today."
3.42893E+17,34065268,0,I am not bipolar nigga lol RT @dntfllwmeigh: Seroquel??? â€œ@MzTasteLykCandy Waiting on my meds to kick inâ€
3.403E+17,345298684,0,I don't understand why people want hookuh pens like when you get addicted to the nicotine I'm gonna laugh
3.41064E+17,27217483,0,i need a lozenge
3.41758E+17,171707155,0,I need some cymbalta cause I'm feelin this depression
3.49349E+17,17248031,0,I now have two weeks off work because of drastic meds change which involves coming off Pristiq cold turkey. Do. Not. Want.
3.36975E+17,448280203,0,"If a substance is approved by the FDA, DO NOT INGEST IT if you wish to remain alive. Today most drugs they approve can kill us. #Cymbalta"
3.43512E+17,1385577536,0,It is very early prop from Ricola throat lozenge advertisements. @RoadshowPBS #antiquesroadshow @rilaws
3.44139E+17,27277657,0,It's sad the only way I can get things done is if I take a vyvanse
3.49622E+17,52463074,0,"Just checking in, anything happening? Had the weirdest dream I was listening to Torts as the new head coach.. Anyone have a lozenge?"
3.49043E+17,860133734,0,just did a video of me injecting my #humira to hopefully help guide you who are scared to do it on your own or about to start it :)
3.32306E+17,381883618,0,Kristine needs to not with all of these emotional tweets 24/7 bih im going buy you some cymbalta
3.49048E+17,331636896,0,"Lilly PR email stats: 10 sent in 4mins. 5 empagliflozin, 3 linagliptin, 1 dulaglutide & 1 LY2605541. Need extra insulin to process all that."
3.40864E+17,23343428,0,Love seeing/hearing a fellow latino pronouncing Guzman properly...but Some1 get @jorgeandresESPN a throat lozenge :)
3.40274E+17,203349923,0,My dad keeps saying he's need Prozac for his ADD.... I have reminded him 4 times that he means Adderall and he just can't seem to grasp it.
3.49115E+17,21572529,0,No definitive recommendation on how/whether #cardioversion can be done on apixaban - SH Hohnloser #ehraeuropace
3.26393E+17,20990898,0,"NO, NOT ALWAYS @Soph831: @DoctorChristian Do you always get side-effects with Fluoxetine?"
3.32968E+17,22018907,0,"One child's POÃ„NG chair built, the rest of the furniture can wait til the morning! What a day. Tysabri infusions and IKEA have killed me."
3.43944E+17,14594414,1,Owww. I hurt my foot. & am concerned. 1st warning on Cipro is tendon damage. :-/ It certainly wasn't a rupture. I'm sure I'm just paranoid.
3.51912E+17,364624114,0,Paroxetine + clonazepam + levomepromazine = #goodnight
3.48832E+17,291970888,0,Patient switched from Effexor 150mg/day to Celexa 20mg/day.. Says it won't work because 20mg is a smaller number than 150mg #pharmacyprobs
3.42663E+17,1338597000,1,People taking #quetiapine - does this need to sleep 24/7 go eventually? Cos this is not sustainable beyond the short term.
3.54379E+17,1337491836,0,reading about Lamotringine (Lamictal) on the floor in Barnes and Noble learning about my medicines yolo
3.47465E+17,134025268,0,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpwÂ 
3.47465E+17,790958456,0,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpwÂ 
3.4752E+17,589105446,0,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpwÂ 
3.47465E+17,139795524,0,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpwÂ 
3.46488E+17,97567146,1,Rivaroxaban 2/2 lower back pain. Not very PC but am crippled by this drug. Taking more paracetamols. Must ring for 'phone consultation.
3.4036E+17,329614811,0,RT '@Dave_Bugzy #MOH #Shisha delivers the addictive drug nicotine and is at least as toxic as cigarette smoke #WorldNoTobaccoDay
3.32125E+17,20040157,0,RT @PromotingGHL: At #MtSinai today for #bonemarrowbiopsy #MRI and #zometa will find out how well the #sct worked!  Hope all goes well! :)
3.49118E+17,389347008,0,RT@escardio: No definitive recommendation on how/whether #cardioversion can be done on apixaban - SH Hohnloser #ehraeuropace
3.42929E+17,41639618,0,"Several hours after ingestion, a combination (prescribed) of Cymbalta and Valium come together to bring about quite a heavy sedative effect."
3.54335E+17,339220082,1,"Since quetiapine's messed with my prolactin levels, making my boobs humungous & my bras so expensive, I want a lingerie component to DLA."
3.40283E+17,21277554,0,"So it seems I'm one of those friends you can text and say, hey, do you have any spare Cipro? And I do. LOL"
3.33069E+17,50209640,0,Songs open with shout outs to Paxil in between choked sobs. Thirty full minutes of silence where no one could muster the effort to talk.
3.47847E+17,151295755,0,Spending the next few hours seeing a Gwyneth Paltrow movie. Ill be in the front row doing Prolia arms.
3.53107E+17,41641447,0,Spent my 4th making Cipro/Vicodin cocktails. God bless America and prescription drugs!
3.50639E+17,96322326,0,Started my humira treatment today fingers crossed @CrohnsColitisUK @CrohnsEffect
3.44847E+17,322388141,0,Started vyvanse today and I've taken 4 pages of notes front and back in the first hour of class #gettinshitdone
3.47373E+17,220746552,0,"Still itchy everywhere, but no rash, so, more Lamictal it is."
3.46631E+17,80910941,0,The diagnosis of depression didnâ€™t become popular in Japan until Glaxo-SmithKlein got approval to market Paxil in the country. - Ibid.
3.4541E+17,23412703,0,This time last week I was at SFF and now I am in an office looking at another 4hrs of work and I just accidently swallowed a cough lozenge.
3.48111E+17,515713247,0,"TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills"
3.48131E+17,57512140,0,"TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills"
3.48111E+17,15884394,0,"TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills"
3.47462E+17,1338597000,1,"Toothache. Discovered that somewhere in the paracetamol, codeine, sertraline #quetiapine combination there is a bad mix. #hallucinating"
3.5147E+17,265811130,0,"Trimethoprim-Sulfamethoxazole, Cipro or Macrobid? @LactationJrny @yayayarndiva @NurturedChild she was full term and otherwise healthy"
3.42314E+17,34106432,0,"What happened with #MS is that Tysabri assoc w a serious deadly side effect,FDA pulled it,patient outcry brought it back @GoodmanBrenda"
3.49351E+17,260548786,0,What untaking? Quetiapine or Trazodone? RT @MzAnonymousB: Hoping these meds work for my insomnia
3.33319E+17,51610877,0,Who will hook up and who overdoses this week on It's All Gone Fucking Wrong? We will need a couple psychiatrists with unltd Seroquel.
3.54266E+17,56201584,0,WHOOOOA last night was rough. I might have taken way too much lamotrigine and wine and schnapps and I spiraled but I'm okay now sorry.
3.31106E+17,1115213815,0,"Why wait for generic memantine?. Because it's much cheaper, perhaps?? Brazenly illogical pharma ad in BJPsych.pic.twitter.com/hru05yTJ9n"
3.53043E+17,1278431,0,Will science ever isolate the component of nicotine that turns a person into a littering dipshit?
3.46383E+17,236375867,0,Would you buy a used car from #nemeroff at the #instituteofpsychiatryhttp://vimeo.com/68299094? I wouldn't take his Paxil.
3.49395E+17,21786977,0,Wow. Just wow. I hope Cipro works for him. It's a beast of a drug sometimes. @BryanMPoynter
