tweet_id	begin	end	type	extraction	drug	tweet	meddra_code	meddra_term
330685673055088640	96	102	ADR	dreams	venlafaxine	dreamt i was squirting acid at wood lice - i woke screaming when they came at me. i do hope the dreams are the #venlafaxine withdrawal.	10004969	bizarre dreams
332929438713004034	114	134	ADR	lost my fucking mind	venlafaxine	@zombie_girl_2 i tried that going cold turkey on venlafaxine and depakote is not a good idea i dreamt colours and lost my fucking mind aghh!	10037234	psychosis
332929438713004034	95	109	ADR	dreamt colours	venlafaxine	@zombie_girl_2 i tried that going cold turkey on venlafaxine and depakote is not a good idea i dreamt colours and lost my fucking mind aghh!	10047666	vivid dreams
342267219792781312	57	71	ADR	falling asleep	venlafaxine	high off tramadol and venlafaxine in school omg help i'm falling asleep here	10041349	somnolence
349663852927000578					venlafaxine	"i've had a lovely, relaxing day, but end it weighed down by nonspecific foreboding and crushing sense of guilt #depression #venlafaxine"		
349627789009367040	113	120	ADR	sickest	viibryd	holy shit no more xanax or risperidone. i will have withdrawals. still on viibryd but it's next. it makes me the sickest.	10016365	feeling sick
342907594135977986	33	40	ADR	ZOMBIES	vyvanse	"@mvrcivl vyvanse got me up like zombies.. xan's put me down, them bitches call me romney.. the way i steady clown #txfreestyle #barrdout"	10016384	felt like a zombie
343031253072764928	78	103	ADR	eat because I just forget	vyvanse	"@jordantaylor068 yeah, i'm on vyvanse and sometimes i have to be reminded to eat because i just forget."	10003030	appetite suppressed
343525207937544192	19	24	ADR	hyper	vyvanse	vyvanse make me so hyper and creative and i think of so many tweets	10020554	hyperactive
344152692547018752	27	46	ADR	Can't. Stop. Moving	vyvanse	vyvanse = 5 lines of coke. can't. stop. moving.	10020554	hyperactive
344865165608636416	17	29	ADR	felt drugged	Ritalin	@guccigreenery i felt drugged on ritalin. i love vyvanse. i can't tell i'm on it except for feeling better and calmer and more structured	10070679	feeling stoned
344865165608636416					vyvanse	@guccigreenery i felt drugged on ritalin. i love vyvanse. i can't tell i'm on it except for feeling better and calmer and more structured		
344865863490473984	85	95	ADR	lose focus	vyvanse	when im tweaked off vyvanse  i cant go into my room...cuse if i look at my shoes ill lose focus of everything and just think bout them	10003738	attention impairment
345176614683959298	4	13	ADR	come down	vyvanse	the come down on vyvanse kicks my ass every time	10073281	withdrawal symptom
