Column1,Column2,Column3,Column4
3.47053E+17,372639012,ofloxacin-51c0a23953785f584a9a7670,@SkylerTunes oh man levofloxacin? I've had that same exact pill it hated me though. Hope it does you justice!
3.49183E+17,532685644,lamotrigine-51c8618c53785f584a9ab491,"@sleazeballz @Kanako_UkFur was on Lamotrigine for about 5 months, got taken off them due to a rash on my elbow :/ now i feel more meh"
3.48458E+17,110900953,levaquin-51c5be2753785f584a9a9a3f,@SonnieDetore I cannot be in the sun! #levaquin
3.48458E+17,68285987,levaquin-51c5be7753785f584a9a9a53,@SonnieDetore I cannot be in the sun! #levaquin
3.31479E+17,339220082,quetiapine-5187f952ac6a942006b3ce19,"@SpicyNyx I think I'm that too! Had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate."
3.41769E+17,401499735,humira-51ad68d85378f924d02ef1c2,@spondylitis Traveling to India while on Humira.. What shots are required to stay safe? Thanks.
3.52906E+17,631357943,quetiapine-51d5ecea53785f584a9b0d16,@stillicides well no. But it's just that I dropped my quetiapine last night. I slept horribly! But I feel v unfoggy...
3.32308E+17,394613745,geodon-518afdfcac6ab35b4d47fc75,@thebeachynurse ...had to get an x-ray of my arm per protocol...it was negative but it's just now starting to hurt. Ugh!!!! #Geodon
3.40386E+17,18264426,nicotine-51a8612e53787e40790dee7e,@thegovier does he find your lack of nicotine disturbing?
3.40306E+17,378209933,nicotine-51a815de53787e40790dec77,"@TheHappiePolock dude has not eaten a cheeseburger since high school, so I doubt he has nicotine problems lol"
3.41774E+17,1321400012,lamictal-51ad6d4d5378f924d02ef1ea,"@thekillmars300 called lamictal (for anxiety) that turns out I'm allergic to also. Kicker is, they both can cause SJS. I never had a chance."
3.3041E+17,18898383,fluoxetine-51841634ac6a942006b396ad,@TheMartinNewman to be honest I've had worse. On fluoxetine I was convinced there was a plot to steal my thoughts... !
3.52904E+17,214164173,olanzapine-51d5eb8853785f584a9b0ced,@theotherrift it sort of can. :( You treat RLS w dopamine agonists. Olanzapine is a dopamine antagonist.
3.46667E+17,352307031,enbrel-51bf3adf5378b9555a2f3fa7,@TheSeatedView @AmyBadkin I agree absolutely. Your gonna be fine amy. Enbrel give me no problems whatsoever.xx
3.5003E+17,147631087,fluoxetine-51cb76d453785f584a9ac8ff,@tittuck i know it made me want to be sick every time i had it plus fluoxetine is the bigges bunch of shit ive been on worse than sertraline
3.48896E+17,28094698,humira-51c7563d53785f584a9aab72,"@trainingwithra but #Humira has the after-sting, which is worse! Yuck. Reminds me, I need to go take my shot :) #rheum"
3.31088E+17,631357943,venlafaxine-51868ce4ac6a942006b3b33a,"@twistedwillow @SamAmbreen apologies if gatecrashing. I was like walking dead when first started venlafaxine, much better now dose stable"
3.49183E+17,472347947,geodon-51c8618c53785f584a9ab490,@Twitterrific @geodon how long until an updated Mac version? I need my muffle!
3.40557E+17,1186563288,prozac-51a9009153787e40790df466,@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac @Jadolski I'll eat loads!!
3.40562E+17,297099212,prozac-51a9045853787e40790df4d4,@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical foundin Prozac @tidahrox seewhatyourmissing
3.40558E+17,351671154,prozac-51a900e653787e40790df479,@UberFacts: Bananas contain a natural chemical that can make a person happy The same chemical found in Prozac. @D_Cookie007 @ChaseSuttonUK
3.42117E+17,1110475417,cymbalta-51aead545378f924d02efd7c,"@upasbook Great read as always. I was on Cymbalta for 5 days. Cold turkey had sweats, migraine, tremors while on & 3 days after."
3.49385E+17,542265471,paxil-51c91e3353785f584a9abbf7,"@VanessaLovesJK because my dr switched from celexa to paxil and,paxil made me feel sick"
3.40484E+17,380624334,seroquel-51a8bc6953787e40790df163,@Vixoen Sequel? You mean Seroquel? (I think Sequel is what you take before writing your second book.)
3.44912E+17,23315993,quetiapine-51b8d7b15378b9555a2f2167,"@whatkatie_did I'm certainly weird but it's quetiapine instead of crack, I can't get that on prescription."
3.52426E+17,339220082,quetiapine-51d42e4c53785f584a9b00c6,@whippie3675 Quetiapine has been good for my symptoms - although it has a lot of side effects. I'm on 600mg and sticking with it! xx
3.44447E+17,1128357733,xarelto-51b726cd5378b9555a2f16f2,@whiskey_girl33 oh yuck. We all have our least favorite body fluid. Mine is aerosolized blood. Nosebleed on Xarelto -eeeew
3.49419E+17,108433481,humira-51c93d5753785f584a9abd0e,@zmiller1902 Sometimes my Humira pens make me feel like I'm 90 years old due to the joint pain everywhere.
3.53541E+17,573648411,fluoxetine-51d83c2453785f584a9b1591,@ZNB_Maqbool sweaty fluoxetine addict
3.54293E+17,1230312476,alendronate-51daf8e353785f584a9b20c6,{1} Alendronate is a bisphosphonate used to treat Oseoporosis and Paget's disease. How should the patient take it?pic.twitter.com/dGu1bARBhA
3.43233E+17,97567146,rivaroxaban-51b2bcaf5378b9555a2f01f4,"06.07 on top of everything else, I'm getting a summer cold, sneezing and blocked but runny nose. Some medications interact with Rivaroxaban."
3.47306E+17,428672434,geodon-51c18d1753785f584a9a7c29,"3 rounds of puking, a nasty headache, and my throat is raw. Body wants nothing to do with this increase in the Geodon."
3.32558E+17,44646165,ofloxacin-518be690ac6ab35b4d480856,"6 months intensive therapy using pyrazinamide, ethambutol, kanamycin, levofloxacin, etionamide, cycloserin"
3.40496E+17,24147131,prozac-51a8c74853787e40790df1c9,â€œ@_StareAndGrin17: @pinoymommy @wawam oh my.G you silly ones!â€ - its the prozac & zoloft thats making us tweet these.
3.41924E+17,47374048,vyvanse-51adf9205378f924d02ef5e3,â€œ@GoogleMeBih: Goodmorning world!! It's gonna be a good day of class. *Pops VyVanse*â€ You too?
3.40714E+17,484252027,cymbalta-51a9924253787e40790df8d2,"â€œ@janokie_: depression hurts, cymbalta can help...â€thanks janelle"
3.48136E+17,49631183,cipro-51c4925653785f584a9a8f1a,"â€œ@joshuagates: TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers)."
3.43114E+17,583054886,vyvanse-51b24d745378b9555a2f004c,â€œ@livwrenn: I know when tori take a vyvanse cause she tweets nonstopâ€ that's what I do hahaha fuck
3.43922E+17,333697132,humira-51b53df45378b9555a2f0dda,â€œ@rosenthal_bob: #IBD #crohns Humira night.â€ Good luck!
3.40563E+17,405740258,prozac-51a9055853787e40790df4f2,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - same chemical found in Prozac.â€ I love bananas @ollieJcohen
3.40562E+17,335470624,prozac-51a9045853787e40790df4d5,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ @ElizabethJeanB
3.40557E+17,451199892,prozac-51a8ffcc53787e40790df447,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ @gabbyevaan
3.40556E+17,406583556,prozac-51a8fee853787e40790df3fa,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ @katelynolsen_xX
3.40559E+17,412796843,prozac-51a9019a53787e40790df496,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ @LadyKimber_11
3.40558E+17,74215798,prozac-51a9014e53787e40790df48b,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ Goodbye happy pills...
3.40559E+17,20539678,prozac-51a9017b53787e40790df490,â€œ@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.â€ Plenty of bananas then!
3.51401E+17,174018502,humira-51d0733e53785f584a9ae537,Ah the sting of the #Humira injection. How I've not missed thee. #Ankylosing #Spondylitisq #Ouch
3.47277E+17,315453674,metoprolol-51c1727453785f584a9a7bb7,Anyone have any metoprolol? Blood pressure rising. #votewtf
3.43052E+17,19766711,venlafaxine-51b213525378b9555a2efe62,Day 3 without #venlafaxine. Worst drug ever to withdraw from? Any support much appreciated!
3.41072E+17,396383429,cymbalta-51aadfbd53787e40790e020a,Depression hurts. Cymbalta can help.
3.48894E+17,41822846,enbrel-51c754bb53785f584a9aab5f,"Did one shot of Enbrel, but chose the infusion rather than self injection. Don't know what he has in mind. Hoping for success. #rheum"
3.32532E+17,42685103,baclofen-518bcde3ac6ab35b4d4806e3,"Does anybody take Baclofen? so, what dose? Just curious. I now take 50mg a day Can you RT please @PositiveAboutMS ?"
3.40625E+17,53792751,lamictal-51a93f6b53787e40790df6ca,Does anyone happen to know if Lamictal causes you to feel hot? @liberonetwork @_Sabiiiiii #cantstopsweating
3.54078E+17,211376476,fluoxetine-51da30fa53785f584a9b1df4,Fluoxetine from $1.92 per capsule in 1993 to $0.03 today #PHARMAC #NZ #ihea2013
3.46641E+17,757895700,cipro-51bf221b5378b9555a2f3f14,Forget diamonds...Cipro is a girl's best friend #tummytrouble #AhAfrica
3.41923E+17,243962792,vyvanse-51adf89c5378f924d02ef5dd,Goodmorning world!! It's gonna be a good day of class. *Pops VyVanse*
3.26785E+17,970557373,quetiapine-5176e582ac6af778c2036114,I ate 2 cakes + 2 pastries at work today. Blaming the quetiapine rather than my liking for cakes. Blaming work too for providing free cake.
3.42027E+17,54237248,vyvanse-51ae58f85378f924d02efa1d,I couldn't remember if I took a vyvanse or not early so I took another one &now I'm spazzing out... bc obviously I took one already #adhd
3.58296E+17,12663472,zyprexa-51e988855378704aae89283d,"I might have gained 30 lbs in 6 weeks on Zyprexa...Haven't lost that weight yet, and it's been 12 years now. Call doc if it happens to you."
3.41758E+17,171707155,cymbalta-51ad5e595378f924d02ef168,I need some cymbalta cause I'm feelin this depression
3.4221E+17,1338597000,quetiapine-51af03a05378f924d02f009f,"I seem to need to sleep right now. Quetiapine takers, is this normal?"
3.42052E+17,10052162,baclofen-51ae70ba5378f924d02efb33,I think baclofen might make me a bigger asshole than usual. :/
3.51455E+17,506609271,olanzapine-51d0a5ad53785f584a9ae6b5,I think this Olanzapine makes me crazier.
3.52904E+17,1061562434,olanzapine-51d5eb1353785f584a9b0cdb,I wonder if olanzapine causes restless legs <_<
3.29737E+17,68861741,trazodone-5181a2f6ac6a942006b37951,"I've taken everything but my Trazodone that's tonight, but the nasal spray is giving me a drip :|"
3.32882E+17,1187848308,seroquel-518d1434ac6ab35b4d4817be,"Last night, I had a dream that @bromethazine and I were going to have sex, but I was too tired. Seroquel is the devil."
3.51083E+17,314910038,levaquin-51cf4b2053785f584a9ae001,Levaquin sucks. Blinding headaches. Vomiting. Diarrhea. Time for my next dose. Happy weekend. #tmi #FML
3.31982E+17,567772117,fluoxetine-5189cdd8ac6a942006b3e57d,LIFE ALERT LIFE ALERT I AM BURPING UP FLUOXETINE POWDER I THINK I MIGHT DIE
3.50119E+17,341068485,humira-51cbc92b53785f584a9acb12,lmfaooooo whatttt â€œ@RealCarlCadet: Humira can lower your risk to fight infectionsâ€
3.40374E+17,301782074,nicotine-51a8556453787e40790dee40,"Lol d song I have in mind, its too different.. Dunno if others will like it.. I dey fear to record am lol .. Nicotine would be on it too"
3.40864E+17,23343428,lozenge-51aa1e1d53787e40790dfc61,Love seeing/hearing a fellow latino pronouncing Guzman properly...but Some1 get @jorgeandresESPN a throat lozenge :)
3.26496E+17,14916025,lamotrigine-5175d8faac6a202953c76953,Medical professionals on my feed...any thing I need to know about this med: lamotrigine. It's being used to treat bipolar teen.
3.49353E+17,59711261,humira-51c9000053785f584a9abad2,Must need a #DoctorWho fix. The music from this Humira commercial reminds me of the music from the episode The Idiot's Lantern.
3.40347E+17,200564856,nicotine-51a83cd153787e40790dedab,"Nicotine and faded dreams, baby just believe there's no one else like me"
3.40332E+17,456299787,nicotine-51a82e6053787e40790ded3f,Nicotine withdrawals #2DaysDown #ForeverToGo #headache #irritable #toomanyhashtags #makeitstop
3.43038E+17,14344729,cipro-51b206635378b9555a2efe2a,"No! I always get Cipro before I travel but never had to use it, not even in Mexico! MT @johnnyjet: Ever call doctor on a trip? #TravelSkills"
3.43128E+17,54462614,paxil-51b25ad75378b9555a2f00b8,"Now I'm on klonopin and Abilify with my Paxil, hoping these work. Also have a case worker to start me on social security."
3.41352E+17,51879246,cymbalta-51abe47553787e40790e081c,Ok I've got a med ? Anyone ever tried cymbalta?? My doc put me on it but I slept 10 hrs straight!!
3.51514E+17,218015741,quetiapine-51d0dcbf53785f584a9ae8ae,"one of the things i hate most about quetiapine is when i take it for the first few hours i slur my words, so people assume i'm merely drunk."
3.32947E+17,99207792,cymbalta-518d50a1ac6ab35b4d481b23,Only change so far since switching from Lexapro to Cymbalta: now I might notice if I got hit in the crotch w/ a lance in a jousting accident
3.30907E+17,20966560,ofloxacin-5185e4d0ac6a942006b3a726,Oral regimens for pyelonephritis: *Ciprofloxacin *Levofloxacin *TMP/SMZ Do NOT NOTuse Nitrofurantoin or fosfomycin for pyelo(only cystitis)
3.45471E+17,240094239,denosumab-51bae0b75378b9555a2f2c0f,Osteonecrosis of Jaw with Denosumab: 3cases in yr1-3 vs 5cases in yr4-7 #EULAR2013 #osteoporosis
3.5157E+17,935851962,rivaroxaban-51d1104753785f584a9aea9b,PBS listing 'imminent' for novel oral anticoagulants dabigatran (Pradaxa) and rivaroxaban (Xarelto) http://bit.ly/1b11SOBÂ  #dabigatran
3.51578E+17,112348068,rivaroxaban-51d1185c53785f584a9aeada,PBS listing 'imminent' for novel oral anticoagulants dabigatran (Pradaxa) and rivaroxaban (Xarelto) http://bit.ly/1b11SOBÂ  #dabigatran
3.42663E+17,1338597000,quetiapine-51b0a9535378b9555a2ef4c1,People taking #quetiapine - does this need to sleep 24/7 go eventually? Cos this is not sustainable beyond the short term.
3.53493E+17,631357943,quetiapine-51d80ff453785f584a9b150e,Pretty sure the quetiapine was affecting my sense of taste
3.47466E+17,250056396,dabigatran-51c2226153785f584a9a8045,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpwÂ 
3.47475E+17,60443074,dabigatran-51c22b2453785f584a9a8080,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpwÂ 
3.47469E+17,249320440,dabigatran-51c2255c53785f584a9a8055,Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity.http://nej.md/11MAcpwÂ 
3.4541E+17,1061562434,seroquel-51baa8645378b9555a2f2b0b,"seroquel is causing more gaps in memory, I don't remember going to therapy and as usual no one has stepped up to claim thos memories >>"
3.4198E+17,1246628298,seroquel-51ae2d125378f924d02ef837,"Seroquel. ""@Gemini_Minx: Why in the hell do people keep crashing their cars into buildings?! Good lord."""
3.54335E+17,339220082,quetiapine-51db1f6b53785f584a9b2208,"Since quetiapine's messed with my prolactin levels, making my boobs humungous & my bras so expensive, I want a lingerie component to DLA."
3.54343E+17,93261585,quetiapine-51db270c53785f584a9b222e,"Since quetiapine's messed with my prolactin levels, making my boobs humungous & my bras so expensive, I want a lingerie component to DLA."
3.48763E+17,141502932,venlafaxine-51c6da3553785f584a9aa6ac,"Singing ""Venlafaxine"" to the tune of ""Joe le Taxi""."
3.47602E+17,139182070,lozenge-51c2a17553785f584a9a83f1,Someone bring me Starbucks and a throat lozenge.
3.33069E+17,50209640,paxil-518dc28dac6ab35b4d48202b,Songs open with shout outs to Paxil in between choked sobs. Thirty full minutes of silence where no one could muster the effort to talk.
3.50262E+17,436260390,tysabri-51cc4e7853785f584a9acde2,Take Tysabri? Live in Cambridge/Birmingham area? Happy to do media interview? We'd LOVE to hear from you. Pipe up. Get in touch #Tsybari
3.46631E+17,80910941,paxil-51bf19615378b9555a2f3ef1,The diagnosis of depression didnâ€™t become popular in Japan until Glaxo-SmithKlein got approval to market Paxil in the country. - Ibid.
3.28597E+17,15357223,fluoxetine-517d7d6fac6af778c203af6b,The one bummer about it all is that the Fluoxetine is giving me the shakes which made fine fiddly detail work harder than it should be
3.43837E+17,35401008,cymbalta-51b4ef085378b9555a2f0cad,This higher dose of #cymbalta is making me extremely tired and anxious. Is this normal?
3.40276E+17,382898564,nicotine-51a7f9f053787e40790deb81,This new baccy is just making my cough so much worse but ahhh well need my nicotine
3.48868E+17,369536707,cipro-51c73c2653785f584a9aaa54,"TIP: My 5 item health kit for distant lands: Cipro (gut), Z Pak (chest), Pepto (stomach), Purell (germs), Advil (hangovers). #TravelSkills"
3.46469E+17,382514476,tysabri-51be82875378b9555a2f3cc5,To my MS friends: who's on tysabri? It's not working & they are sending me to another city/hospital to see another specialist.
3.51619E+17,17248031,pristiq-51d13e7553785f584a9aec45,Today's Pristiq withdrawal symptom: my eyeballs make a sound like Star Trek doors when I move them. #WTF
3.5358E+17,218634288,tysabri-51d862ca53785f584a9b1636,Tysabri bruises are the bestpic.twitter.com/L1gpZeFu5f
3.4258E+17,82193935,effexor-51b05ba85378b9555a2ef2f0,Upped my Effexor dosage 5 days ago. Sleep cycle and quality went to shit 4 days ago. I sense a correlation here...
3.33879E+17,45681054,venlafaxine-5190b469ac6ab35b4d483e35,Venlafaxine hangover finally starting to shift after 2 huge mugs of hot water with giant pieces of lemon...
3.44408E+17,463553224,vyvanse-51b702bd5378b9555a2f1656,Vyvanse really is a life saver right now #nannyprobs
3.50844E+17,12096622,trazodone-51ce6ca053785f584a9ad9fa,"Watched ""Silver Linings Playbook"" tonight. Terrific movie, except nobody says Trazodone like that."
3.44238E+17,526868212,vyvanse-51b664985378b9555a2f1375,Working out on vyvanse is so much better than without #crackedout
3.40812E+17,24887443,cymbalta-51a9ed2f53787e40790dfb1d,You woukd think going off of cymbalta would make me less tired...but nope...-_-
